,instance,m,n,repeat,population,generation,literature,cmax,time,gap,var_cmax,std_cmax,mean_cmax,var_time,std_time,mean_time,use_const_init_sol,mutation_size
17,2_10_01,2,10,17,7,10,354,354,"0,0293421745300293",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
18,2_10_01,2,10,18,7,10,354,354,"0,0294837951660156",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
19,2_10_01,2,10,19,7,10,354,354,"0,0296609401702881",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
20,2_10_01,2,10,20,7,10,354,354,"0,0306568145751953",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
21,2_10_01,2,10,21,7,10,354,354,"0,031102180480957",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
22,2_10_01,2,10,22,7,10,354,354,"0,03183913230896",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
23,2_10_01,2,10,23,7,10,354,354,"0,0298135280609131",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
24,2_10_01,2,10,24,7,10,354,354,"0,0293521881103516",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
25,2_10_01,2,10,25,7,10,354,354,"0,0322666168212891",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
26,2_10_01,2,10,26,7,10,354,354,"0,031179666519165",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
27,2_10_01,2,10,27,7,10,354,354,"0,0312380790710449",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
28,2_10_01,2,10,28,7,10,354,354,"0,0293681621551514",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
29,2_10_01,2,10,29,7,10,354,354,"0,0302176475524902",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
30,2_10_01,2,10,30,7,10,354,354,"0,0298306941986084",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
31,2_10_01,2,10,31,7,10,354,354,"0,0285754203796387",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
32,2_10_01,2,10,32,7,10,354,354,"0,0318655967712402",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
33,2_10_01,2,10,33,7,10,354,354,"0,0302565097808838",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
34,2_10_01,2,10,34,7,10,354,354,"0,0280830860137939",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
35,2_10_01,2,10,35,7,10,354,354,"0,029649019241333",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
36,2_10_01,2,10,36,7,10,354,354,"0,0306637287139893",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
37,2_10_01,2,10,37,7,10,354,354,"0,030789852142334",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
38,2_10_01,2,10,38,7,10,354,354,"0,0322744846343994",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
39,2_10_01,2,10,39,7,10,354,354,"0,0281553268432617",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
40,2_10_01,2,10,40,7,10,354,354,"0,0294301509857178",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
41,2_10_01,2,10,41,7,10,354,354,"0,0279979705810547",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
42,2_10_01,2,10,42,7,10,354,354,"0,0303306579589844",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
43,2_10_01,2,10,43,7,10,354,354,"0,0318112373352051",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
44,2_10_01,2,10,44,7,10,354,354,"0,0292229652404785",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
45,2_10_01,2,10,45,7,10,354,354,"0,0315315723419189",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
46,2_10_01,2,10,46,7,10,354,354,"0,0299341678619385",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
47,2_10_01,2,10,47,7,10,354,354,"0,0329782962799072",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
48,2_10_01,2,10,48,7,10,354,354,"0,028897762298584",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
49,2_10_01,2,10,49,7,10,354,354,"0,0303275585174561",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
50,2_10_01,2,10,50,7,10,354,354,"0,0315835475921631",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
51,2_10_01,2,10,51,7,10,354,354,"0,0315926074981689",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
52,2_10_01,2,10,52,7,10,354,354,"0,03249192237854",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
53,2_10_01,2,10,53,7,10,354,354,"0,0276694297790527",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
54,2_10_01,2,10,54,7,10,354,354,"0,0321276187896729",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
55,2_10_01,2,10,55,7,10,354,354,"0,0308270454406738",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
56,2_10_01,2,10,56,7,10,354,354,"0,0285341739654541",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
57,2_10_01,2,10,57,7,10,354,354,"0,0326030254364014",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
58,2_10_01,2,10,58,7,10,354,354,"0,0317564010620117",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
59,2_10_01,2,10,59,7,10,354,354,"0,0332467555999756",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
60,2_10_01,2,10,60,7,10,354,354,"0,0287652015686035",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
61,2_10_01,2,10,61,7,10,354,354,"0,0293254852294922",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
62,2_10_01,2,10,62,7,10,354,354,"0,0297303199768066",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
63,2_10_01,2,10,63,7,10,354,354,"0,0301094055175781",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
64,2_10_01,2,10,64,7,10,354,354,"0,0341145992279053",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
65,2_10_01,2,10,65,7,10,354,354,"0,0298669338226318",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
66,2_10_01,2,10,66,7,10,354,354,"0,0297253131866455",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
67,2_10_01,2,10,67,7,10,354,354,"0,0321803092956543",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
68,2_10_01,2,10,68,7,10,354,354,"0,0304732322692871",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
69,2_10_01,2,10,69,7,10,354,354,"0,0300173759460449",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
70,2_10_01,2,10,70,7,10,354,354,"0,0322918891906738",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
71,2_10_01,2,10,71,7,10,354,354,"0,0319292545318604",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
72,2_10_01,2,10,72,7,10,354,354,"0,0321357250213623",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
73,2_10_01,2,10,73,7,10,354,354,"0,0294046401977539",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
74,2_10_01,2,10,74,7,10,354,354,"0,0290396213531494",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
75,2_10_01,2,10,75,7,10,354,354,"0,0303399562835693",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
76,2_10_01,2,10,76,7,10,354,354,"0,0290038585662842",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
77,2_10_01,2,10,77,7,10,354,354,"0,0316214561462402",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
78,2_10_01,2,10,78,7,10,354,354,"0,0309720039367676",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
79,2_10_01,2,10,79,7,10,354,354,"0,0312659740447998",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
80,2_10_01,2,10,80,7,10,354,354,"0,0296621322631836",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
81,2_10_01,2,10,81,7,10,354,354,"0,0291476249694824",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
82,2_10_01,2,10,82,7,10,354,354,"0,0306823253631592",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
83,2_10_01,2,10,83,7,10,354,354,"0,0293874740600586",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
84,2_10_01,2,10,84,7,10,354,354,"0,0310871601104736",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
85,2_10_01,2,10,85,7,10,354,354,"0,0303778648376465",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
86,2_10_01,2,10,86,7,10,354,354,"0,030968189239502",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
87,2_10_01,2,10,87,7,10,354,354,"0,0299141407012939",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
88,2_10_01,2,10,88,7,10,354,354,"0,0307977199554443",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
89,2_10_01,2,10,89,7,10,354,354,"0,031052827835083",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
90,2_10_01,2,10,90,7,10,354,354,"0,0293431282043457",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
91,2_10_01,2,10,91,7,10,354,354,"0,0306243896484375",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
92,2_10_01,2,10,92,7,10,354,354,"0,0290176868438721",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
93,2_10_01,2,10,93,7,10,354,354,"0,0299015045166016",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
94,2_10_01,2,10,94,7,10,354,354,"0,0307719707489014",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
95,2_10_01,2,10,95,7,10,354,354,"0,0296361446380615",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
96,2_10_01,2,10,96,7,10,354,354,"0,0304503440856934",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
97,2_10_01,2,10,97,7,10,354,354,"0,030634880065918",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
98,2_10_01,2,10,98,7,10,354,354,"0,028961181640625",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
99,2_10_01,2,10,99,7,10,354,354,"0,0296094417572021",0,0,0,354,"1,65180735786521E-06","0,00128522657841534","0,0303857398033142",Muller,1
100,2_10_02,2,10,0,7,10,472,472,"0,0323007106781006",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
101,2_10_02,2,10,1,7,10,472,472,"0,0288946628570557",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
102,2_10_02,2,10,2,7,10,472,472,"0,0303232669830322",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
103,2_10_02,2,10,3,7,10,472,472,"0,0324606895446777",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
104,2_10_02,2,10,4,7,10,472,472,"0,0308444499969482",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
105,2_10_02,2,10,5,7,10,472,472,"0,0295014381408691",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
106,2_10_02,2,10,6,7,10,472,472,"0,0302753448486328",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
107,2_10_02,2,10,7,7,10,472,472,"0,0297627449035645",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
108,2_10_02,2,10,8,7,10,472,472,"0,030346155166626",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
109,2_10_02,2,10,9,7,10,472,472,"0,03118896484375",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
110,2_10_02,2,10,10,7,10,472,472,"0,0316243171691895",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
111,2_10_02,2,10,11,7,10,472,472,"0,0340657234191895",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
112,2_10_02,2,10,12,7,10,472,472,"0,0310647487640381",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
113,2_10_02,2,10,13,7,10,472,472,"0,0303359031677246",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
114,2_10_02,2,10,14,7,10,472,472,"0,0302205085754395",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
115,2_10_02,2,10,15,7,10,472,472,"0,0305542945861816",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
116,2_10_02,2,10,16,7,10,472,472,"0,0300705432891846",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
117,2_10_02,2,10,17,7,10,472,472,"0,0294163227081299",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
118,2_10_02,2,10,18,7,10,472,472,"0,0316369533538818",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
119,2_10_02,2,10,19,7,10,472,472,"0,0318858623504639",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
120,2_10_02,2,10,20,7,10,472,472,"0,0310823917388916",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
121,2_10_02,2,10,21,7,10,472,472,"0,0301525592803955",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
122,2_10_02,2,10,22,7,10,472,472,"0,0301148891448975",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
123,2_10_02,2,10,23,7,10,472,472,"0,0290653705596924",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
124,2_10_02,2,10,24,7,10,472,472,"0,0301635265350342",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
125,2_10_02,2,10,25,7,10,472,472,"0,0312738418579102",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
126,2_10_02,2,10,26,7,10,472,472,"0,0290055274963379",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
127,2_10_02,2,10,27,7,10,472,472,"0,0295827388763428",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
128,2_10_02,2,10,28,7,10,472,472,"0,032376766204834",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
129,2_10_02,2,10,29,7,10,472,472,"0,0316481590270996",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
130,2_10_02,2,10,30,7,10,472,472,"0,0317575931549072",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
131,2_10_02,2,10,31,7,10,472,472,"0,030555248260498",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
132,2_10_02,2,10,32,7,10,472,472,"0,0306642055511475",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
133,2_10_02,2,10,33,7,10,472,472,"0,0310459136962891",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
134,2_10_02,2,10,34,7,10,472,472,"0,0308644771575928",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
135,2_10_02,2,10,35,7,10,472,472,"0,0281727313995361",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
136,2_10_02,2,10,36,7,10,472,472,"0,0321571826934814",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
137,2_10_02,2,10,37,7,10,472,472,"0,0287172794342041",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
138,2_10_02,2,10,38,7,10,472,472,"0,0296602249145508",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
139,2_10_02,2,10,39,7,10,472,472,"0,0309288501739502",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
140,2_10_02,2,10,40,7,10,472,472,"0,0306260585784912",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
141,2_10_02,2,10,41,7,10,472,472,"0,0308992862701416",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
142,2_10_02,2,10,42,7,10,472,472,"0,0297164916992187",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
143,2_10_02,2,10,43,7,10,472,472,"0,0292150974273682",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
144,2_10_02,2,10,44,7,10,472,472,"0,0302424430847168",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
145,2_10_02,2,10,45,7,10,472,472,"0,0310165882110596",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
146,2_10_02,2,10,46,7,10,472,472,"0,0317566394805908",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
147,2_10_02,2,10,47,7,10,472,472,"0,0318484306335449",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
148,2_10_02,2,10,48,7,10,472,472,"0,0297040939331055",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
149,2_10_02,2,10,49,7,10,472,472,"0,027740478515625",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
150,2_10_02,2,10,50,7,10,472,472,"0,0292563438415527",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
151,2_10_02,2,10,51,7,10,472,472,"0,0293831825256348",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
152,2_10_02,2,10,52,7,10,472,472,"0,0323312282562256",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
153,2_10_02,2,10,53,7,10,472,472,"0,0314228534698486",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
154,2_10_02,2,10,54,7,10,472,472,"0,0308346748352051",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
155,2_10_02,2,10,55,7,10,472,472,"0,0309505462646484",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
156,2_10_02,2,10,56,7,10,472,472,"0,0335338115692139",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
157,2_10_02,2,10,57,7,10,472,472,"0,0291922092437744",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
158,2_10_02,2,10,58,7,10,472,472,"0,0307919979095459",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
159,2_10_02,2,10,59,7,10,472,472,"0,030306339263916",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
160,2_10_02,2,10,60,7,10,472,472,"0,0316143035888672",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
161,2_10_02,2,10,61,7,10,472,472,"0,0294287204742432",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
162,2_10_02,2,10,62,7,10,472,472,"0,0311985015869141",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
163,2_10_02,2,10,63,7,10,472,472,"0,029015064239502",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
164,2_10_02,2,10,64,7,10,472,472,"0,0318171977996826",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
165,2_10_02,2,10,65,7,10,472,472,"0,0305092334747314",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
166,2_10_02,2,10,66,7,10,472,472,"0,0279607772827148",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
167,2_10_02,2,10,67,7,10,472,472,"0,0308628082275391",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
168,2_10_02,2,10,68,7,10,472,472,"0,029780387878418",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
169,2_10_02,2,10,69,7,10,472,472,"0,0313465595245361",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
170,2_10_02,2,10,70,7,10,472,472,"0,0301885604858398",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
171,2_10_02,2,10,71,7,10,472,472,"0,0312411785125732",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
172,2_10_02,2,10,72,7,10,472,472,"0,0319163799285889",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
173,2_10_02,2,10,73,7,10,472,472,"0,0303828716278076",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
174,2_10_02,2,10,74,7,10,472,472,"0,0299932956695557",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
175,2_10_02,2,10,75,7,10,472,472,"0,0276663303375244",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
176,2_10_02,2,10,76,7,10,472,472,"0,0313265323638916",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
177,2_10_02,2,10,77,7,10,472,472,"0,0323338508605957",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
178,2_10_02,2,10,78,7,10,472,472,"0,0288901329040527",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
179,2_10_02,2,10,79,7,10,472,472,"0,033177375793457",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
180,2_10_02,2,10,80,7,10,472,472,"0,0326423645019531",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
181,2_10_02,2,10,81,7,10,472,472,"0,0331346988677979",0,0,0,472,"1,65721644350469E-06","0,00128732919003054","0,0305962324142456",Muller,1
