,instance,m,n,repeat,population,generation,literature,cmax,time,gap,var_cmax,std_cmax,mean_cmax,var_time,std_time,mean_time,use_const_init_sol,mutation_size
0,2_10_01,2,10,0,7,10,354,375,"0,0321135520935059","0,056","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
1,2_10_01,2,10,1,7,10,354,365,"0,029151439666748","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
2,2_10_01,2,10,2,7,10,354,387,"0,0288360118865967","0,0852713178294574","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
3,2_10_01,2,10,3,7,10,354,365,"0,0293893814086914","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
4,2_10_01,2,10,4,7,10,354,387,"0,02764892578125","0,0852713178294574","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
5,2_10_01,2,10,5,7,10,354,365,"0,0295934677124023","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
6,2_10_01,2,10,6,7,10,354,354,"0,0295205116271973",0,"86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
7,2_10_01,2,10,7,7,10,354,354,"0,0325100421905518",0,"86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
8,2_10_01,2,10,8,7,10,354,384,"0,0319809913635254","0,078125","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
9,2_10_01,2,10,9,7,10,354,354,"0,0284423828125",0,"86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
10,2_10_01,2,10,10,7,10,354,365,"0,0311722755432129","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
11,2_10_01,2,10,11,7,10,354,365,"0,0295307636260986","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
12,2_10_01,2,10,12,7,10,354,365,"0,0318660736083984","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
13,2_10_01,2,10,13,7,10,354,365,"0,0287766456604004","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
14,2_10_01,2,10,14,7,10,354,354,"0,0292046070098877",0,"86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
15,2_10_01,2,10,15,7,10,354,384,"0,026721715927124","0,078125","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
16,2_10_01,2,10,16,7,10,354,365,"0,0295929908752441","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
17,2_10_01,2,10,17,7,10,354,377,"0,0320918560028076","0,0610079575596817","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
18,2_10_01,2,10,18,7,10,354,365,"0,0299551486968994","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
19,2_10_01,2,10,19,7,10,354,365,"0,0325636863708496","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
20,2_10_01,2,10,20,7,10,354,365,"0,0309855937957764","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
21,2_10_01,2,10,21,7,10,354,365,"0,0327131748199463","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
22,2_10_01,2,10,22,7,10,354,365,"0,0297446250915527","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
23,2_10_01,2,10,23,7,10,354,365,"0,0299324989318848","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
24,2_10_01,2,10,24,7,10,354,365,"0,0307037830352783","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
25,2_10_01,2,10,25,7,10,354,365,"0,0335488319396973","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
26,2_10_01,2,10,26,7,10,354,365,"0,0293681621551514","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
27,2_10_01,2,10,27,7,10,354,365,"0,0325798988342285","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
28,2_10_01,2,10,28,7,10,354,387,"0,0299084186553955","0,0852713178294574","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
29,2_10_01,2,10,29,7,10,354,372,"0,0288751125335693","0,0483870967741936","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
30,2_10_01,2,10,30,7,10,354,365,"0,0291299819946289","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
31,2_10_01,2,10,31,7,10,354,384,"0,0286865234375","0,078125","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
32,2_10_01,2,10,32,7,10,354,377,"0,0302231311798096","0,0610079575596817","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
33,2_10_01,2,10,33,7,10,354,387,"0,0282580852508545","0,0852713178294574","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
34,2_10_01,2,10,34,7,10,354,354,"0,0324313640594482",0,"86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
35,2_10_01,2,10,35,7,10,354,365,"0,0309953689575195","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
36,2_10_01,2,10,36,7,10,354,387,"0,02889084815979","0,0852713178294574","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
37,2_10_01,2,10,37,7,10,354,365,"0,029613733291626","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
38,2_10_01,2,10,38,7,10,354,384,"0,0301377773284912","0,078125","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
39,2_10_01,2,10,39,7,10,354,365,"0,0279107093811035","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
40,2_10_01,2,10,40,7,10,354,365,"0,0286116600036621","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
41,2_10_01,2,10,41,7,10,354,365,"0,0288207530975342","0,0301369863013699","86,6075","9,30631506021583","369,75","2,61827559585868E-06","0,00161810864773002","0,0298661923408508",Greedy,1
