index; instance; time_extract_data; machines; jobs; time_construtive; fo; solution; 
(1/1); dados_trab_2_10_struc_01; 0.01788473129272461; 2; 10; 0.0029997825622558594; 131; [[6, 5, 4, 0, 5, 7], [9, 2, 0, 4]]; 
