,struct,instance,m,n,repeat,population,generation,literature,cmax,time,gap,var_cmax,std_cmax,mean_cmax,var_time,std_time,mean_time,use_const_init_sol,mutation_size
918,Y,2_100_05,2,100,18,30,10,3101,3255,"5,39756774902344","0,0473118279569892","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
919,Y,2_100_05,2,100,19,30,10,3101,3242,"5,85962891578674","0,0434916718075262","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
920,Y,2_100_05,2,100,20,30,10,3101,3259,"5,57777619361877","0,0484811291807303","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
921,Y,2_100_05,2,100,21,30,10,3101,3290,"5,93269634246826","0,0574468085106383","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
922,Y,2_100_05,2,100,22,30,10,3101,3265,"5,51200437545776","0,0502297090352221","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
923,Y,2_100_05,2,100,23,30,10,3101,3249,"5,57760834693909","0,0455524776854417","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
924,Y,2_100_05,2,100,24,30,10,3101,3276,"5,55657696723938","0,0534188034188034","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
925,Y,2_100_05,2,100,25,30,10,3101,3276,"5,77559328079224","0,0534188034188034","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
926,Y,2_100_05,2,100,26,30,10,3101,3259,"5,32704448699951","0,0484811291807303","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
927,Y,2_100_05,2,100,27,30,10,3101,3263,"5,67056751251221","0,0496475635917867","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
928,Y,2_100_05,2,100,28,30,10,3101,3247,"5,71394681930542","0,0449645826917154","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
929,Y,2_100_05,2,100,29,30,10,3101,3281,"5,19408583641052","0,054861322767449","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
930,Y,2_100_05,2,100,30,30,10,3101,3276,"5,81105709075928","0,0534188034188034","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
931,Y,2_100_05,2,100,31,30,10,3101,3283,"5,20543622970581","0,0554371002132196","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
932,Y,2_100_05,2,100,32,30,10,3101,3275,"5,48009037971497","0,0531297709923664","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
933,Y,2_100_05,2,100,33,30,10,3101,3259,"5,60425686836243","0,0484811291807303","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
934,Y,2_100_05,2,100,34,30,10,3101,3268,"5,90171718597412","0,0511015911872705","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
935,Y,2_100_05,2,100,35,30,10,3101,3260,"5,44254016876221","0,0487730061349693","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
936,Y,2_100_05,2,100,36,30,10,3101,3287,"5,54439282417297","0,0565865530879221","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
937,Y,2_100_05,2,100,37,30,10,3101,3257,"5,52593564987183","0,0478968375805956","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
938,Y,2_100_05,2,100,38,30,10,3101,3240,"5,38983154296875","0,0429012345679012","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
939,Y,2_100_05,2,100,39,30,10,3101,3296,"5,20653462409973","0,0591626213592233","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
940,Y,2_100_05,2,100,40,30,10,3101,3257,"5,49282455444336","0,0478968375805956","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
941,Y,2_100_05,2,100,41,30,10,3101,3263,"5,81298995018005","0,0496475635917867","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
942,Y,2_100_05,2,100,42,30,10,3101,3247,"5,37669992446899","0,0449645826917154","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
943,Y,2_100_05,2,100,43,30,10,3101,3265,"5,75882387161255","0,0502297090352221","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
944,Y,2_100_05,2,100,44,30,10,3101,3260,"5,4003176689148","0,0487730061349693","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
945,Y,2_100_05,2,100,45,30,10,3101,3234,"5,44608306884766","0,0411255411255411","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
946,Y,2_100_05,2,100,46,30,10,3101,3287,"5,51502776145935","0,0565865530879221","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
947,Y,2_100_05,2,100,47,30,10,3101,3270,"5,74288439750671","0,0516819571865443","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
948,Y,2_100_05,2,100,48,30,10,3101,3256,"5,25542616844177","0,0476044226044226","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
949,Y,2_100_05,2,100,49,30,10,3101,3282,"5,42066645622253","0,0551492992078001","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
950,Y,2_100_05,2,100,50,30,10,3101,3278,"5,64835691452026","0,0539963392312386","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
951,Y,2_100_05,2,100,51,30,10,3101,3256,"5,7490029335022","0,0476044226044226","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
952,Y,2_100_05,2,100,52,30,10,3101,3262,"5,4508364200592","0,0493562231759657","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
953,Y,2_100_05,2,100,53,30,10,3101,3283,"5,4479672908783","0,0554371002132196","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
954,Y,2_100_05,2,100,54,30,10,3101,3258,"5,18758201599121","0,0481890730509515","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
955,Y,2_100_05,2,100,55,30,10,3101,3288,"5,05508303642273","0,0568734793187348","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
956,Y,2_100_05,2,100,56,30,10,3101,3258,"5,27969217300415","0,0481890730509515","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
957,Y,2_100_05,2,100,57,30,10,3101,3290,"5,60281753540039","0,0574468085106383","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
958,Y,2_100_05,2,100,58,30,10,3101,3285,"5,74271702766418","0,0560121765601218","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
959,Y,2_100_05,2,100,59,30,10,3101,3275,"5,7385618686676","0,0531297709923664","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
960,Y,2_100_05,2,100,60,30,10,3101,3270,"5,44352149963379","0,0516819571865443","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
961,Y,2_100_05,2,100,61,30,10,3101,3256,"5,73326301574707","0,0476044226044226","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
962,Y,2_100_05,2,100,62,30,10,3101,3268,"5,31733989715576","0,0511015911872705","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
963,Y,2_100_05,2,100,63,30,10,3101,3289,"5,71063208580017","0,0571602310732746","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
964,Y,2_100_05,2,100,64,30,10,3101,3286,"5,30325889587402","0,056299452221546","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
965,Y,2_100_05,2,100,65,30,10,3101,3262,"5,26702928543091","0,0493562231759657","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
966,Y,2_100_05,2,100,66,30,10,3101,3264,"5,26785564422607","0,0499387254901961","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
967,Y,2_100_05,2,100,67,30,10,3101,3262,"5,37815308570862","0,0493562231759657","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
968,Y,2_100_05,2,100,68,30,10,3101,3259,"5,49720478057861","0,0484811291807303","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
969,Y,2_100_05,2,100,69,30,10,3101,3266,"5,63965559005737","0,050520514390692","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
970,Y,2_100_05,2,100,70,30,10,3101,3267,"5,28083491325378","0,0508111417202326","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
971,Y,2_100_05,2,100,71,30,10,3101,3279,"5,72366428375244","0,0542848429399207","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
972,Y,2_100_05,2,100,72,30,10,3101,3269,"5,47142338752747","0,0513918629550321","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
973,Y,2_100_05,2,100,73,30,10,3101,3269,"5,49236822128296","0,0513918629550321","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
974,Y,2_100_05,2,100,74,30,10,3101,3275,"5,54447674751282","0,0531297709923664","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
975,Y,2_100_05,2,100,75,30,10,3101,3257,"5,4381959438324","0,0478968375805956","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
976,Y,2_100_05,2,100,76,30,10,3101,3288,"5,48431968688965","0,0568734793187348","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
977,Y,2_100_05,2,100,77,30,10,3101,3253,"5,22010397911072","0,0467260989855518","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
978,Y,2_100_05,2,100,78,30,10,3101,3252,"5,4868381023407","0,0464329643296433","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
979,Y,2_100_05,2,100,79,30,10,3101,3281,"5,39594435691834","0,054861322767449","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
980,Y,2_100_05,2,100,80,30,10,3101,3259,"5,70848894119263","0,0484811291807303","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
981,Y,2_100_05,2,100,81,30,10,3101,3273,"5,2667031288147","0,0525511762908647","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
982,Y,2_100_05,2,100,82,30,10,3101,3276,"5,81357526779175","0,0534188034188034","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
983,Y,2_100_05,2,100,83,30,10,3101,3277,"5,44992518424988","0,053707659444614","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
984,Y,2_100_05,2,100,84,30,10,3101,3269,"5,77928066253662","0,0513918629550321","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
985,Y,2_100_05,2,100,85,30,10,3101,3289,"5,60330748558044","0,0571602310732746","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
986,Y,2_100_05,2,100,86,30,10,3101,3272,"5,2770676612854","0,0522616136919315","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
987,Y,2_100_05,2,100,87,30,10,3101,3256,"5,74788045883179","0,0476044226044226","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
988,Y,2_100_05,2,100,88,30,10,3101,3283,"4,87462019920349","0,0554371002132196","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
989,Y,2_100_05,2,100,89,30,10,3101,3269,"5,39942193031311","0,0513918629550321","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
990,Y,2_100_05,2,100,90,30,10,3101,3285,"5,58898830413818","0,0560121765601218","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
991,Y,2_100_05,2,100,91,30,10,3101,3255,"5,66819167137146","0,0473118279569892","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
992,Y,2_100_05,2,100,92,30,10,3101,3264,"5,55799198150635","0,0499387254901961","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
993,Y,2_100_05,2,100,93,30,10,3101,3260,"5,35646533966064","0,0487730061349693","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
994,Y,2_100_05,2,100,94,30,10,3101,3256,"5,77156209945679","0,0476044226044226","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
995,Y,2_100_05,2,100,95,30,10,3101,3279,"5,37323522567749","0,0542848429399207","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
996,Y,2_100_05,2,100,96,30,10,3101,3223,"5,76340126991272","0,0378529320508843","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
997,Y,2_100_05,2,100,97,30,10,3101,3195,"5,59884858131409","0,0294209702660407","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
998,Y,2_100_05,2,100,98,30,10,3101,3282,"5,34590768814087","0,0551492992078001","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
999,Y,2_100_05,2,100,99,30,10,3101,3240,"5,4160315990448","0,0429012345679012","253,7731","15,930257373941","3266,13","0,0404543089099084","0,201132565513167","5,51968010425568",None,4
1000,Y,5_100_01,5,100,0,15,10,1412,1418,"2,77529358863831","0,00423131170662906","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1001,Y,5_100_01,5,100,1,15,10,1412,1415,"2,78679633140564","0,00212014134275618","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1002,Y,5_100_01,5,100,2,15,10,1412,1411,"2,95615577697754","-0,00070871722182849","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1003,Y,5_100_01,5,100,3,15,10,1412,1407,"2,81300950050354","-0,00355366027007818","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1004,Y,5_100_01,5,100,4,15,10,1412,1390,"2,84487056732178","-0,0158273381294964","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1005,Y,5_100_01,5,100,5,15,10,1412,1414,"2,80940222740173","0,00141442715700141","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1006,Y,5_100_01,5,100,6,15,10,1412,1386,"2,92611336708069","-0,0187590187590188","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1007,Y,5_100_01,5,100,7,15,10,1412,1413,"2,88242983818054","0,000707714083510262","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1008,Y,5_100_01,5,100,8,15,10,1412,1402,"2,7535183429718","-0,00713266761768902","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1009,Y,5_100_01,5,100,9,15,10,1412,1420,"2,65953063964844","0,00563380281690141","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1010,Y,5_100_01,5,100,10,15,10,1412,1413,"2,84178924560547","0,000707714083510262","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1011,Y,5_100_01,5,100,11,15,10,1412,1415,"2,73773336410522","0,00212014134275618","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1012,Y,5_100_01,5,100,12,15,10,1412,1402,"2,89390158653259","-0,00713266761768902","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1013,Y,5_100_01,5,100,13,15,10,1412,1407,"2,78632283210754","-0,00355366027007818","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1014,Y,5_100_01,5,100,14,15,10,1412,1415,"2,8007538318634","0,00212014134275618","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1015,Y,5_100_01,5,100,15,15,10,1412,1414,"2,85912227630615","0,00141442715700141","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1016,Y,5_100_01,5,100,16,15,10,1412,1405,"2,94477295875549","-0,00498220640569395","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1017,Y,5_100_01,5,100,17,15,10,1412,1417,"2,77229762077332","0,00352858151023289","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1018,Y,5_100_01,5,100,18,15,10,1412,1396,"2,74635314941406","-0,0114613180515759","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1019,Y,5_100_01,5,100,19,15,10,1412,1415,"2,72248649597168","0,00212014134275618","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1020,Y,5_100_01,5,100,20,15,10,1412,1410,"2,82481169700623","-0,00141843971631206","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1021,Y,5_100_01,5,100,21,15,10,1412,1399,"2,93244576454163","-0,00929235167977126","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1022,Y,5_100_01,5,100,22,15,10,1412,1419,"2,92456960678101","0,00493305144467935","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1023,Y,5_100_01,5,100,23,15,10,1412,1386,"2,9749698638916","-0,0187590187590188","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1024,Y,5_100_01,5,100,24,15,10,1412,1413,"2,90606760978699","0,000707714083510262","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1025,Y,5_100_01,5,100,25,15,10,1412,1406,"2,85088467597961","-0,0042674253200569","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1026,Y,5_100_01,5,100,26,15,10,1412,1401,"2,98115015029907","-0,00785153461812991","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1027,Y,5_100_01,5,100,27,15,10,1412,1419,"2,72634863853455","0,00493305144467935","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1028,Y,5_100_01,5,100,28,15,10,1412,1389,"2,77359890937805","-0,0165586753059755","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1029,Y,5_100_01,5,100,29,15,10,1412,1419,"2,64888691902161","0,00493305144467935","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1030,Y,5_100_01,5,100,30,15,10,1412,1406,"2,62727427482605","-0,0042674253200569","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1031,Y,5_100_01,5,100,31,15,10,1412,1424,"2,67443370819092","0,00842696629213483","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1032,Y,5_100_01,5,100,32,15,10,1412,1409,"2,75252079963684","-0,0021291696238467","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1033,Y,5_100_01,5,100,33,15,10,1412,1406,"2,84727621078491","-0,0042674253200569","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1034,Y,5_100_01,5,100,34,15,10,1412,1418,"2,82627940177917","0,00423131170662906","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1035,Y,5_100_01,5,100,35,15,10,1412,1422,"2,62916159629822","0,0070323488045007","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1036,Y,5_100_01,5,100,36,15,10,1412,1397,"2,79931712150574","-0,0107372942018611","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1037,Y,5_100_01,5,100,37,15,10,1412,1405,"2,7412896156311","-0,00498220640569395","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1038,Y,5_100_01,5,100,38,15,10,1412,1392,"2,64725112915039","-0,014367816091954","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1039,Y,5_100_01,5,100,39,15,10,1412,1421,"2,75442790985107","0,00633356790992259","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1040,Y,5_100_01,5,100,40,15,10,1412,1403,"2,76354360580444","-0,00641482537419815","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1041,Y,5_100_01,5,100,41,15,10,1412,1389,"2,7104856967926","-0,0165586753059755","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1042,Y,5_100_01,5,100,42,15,10,1412,1408,"2,73929286003113","-0,00284090909090909","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1043,Y,5_100_01,5,100,43,15,10,1412,1419,"2,82773423194885","0,00493305144467935","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1044,Y,5_100_01,5,100,44,15,10,1412,1421,"2,88761734962463","0,00633356790992259","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1045,Y,5_100_01,5,100,45,15,10,1412,1410,"2,81528258323669","-0,00141843971631206","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1046,Y,5_100_01,5,100,46,15,10,1412,1421,"2,5062108039856","0,00633356790992259","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1047,Y,5_100_01,5,100,47,15,10,1412,1407,"2,80009961128235","-0,00355366027007818","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1048,Y,5_100_01,5,100,48,15,10,1412,1409,"2,89750075340271","-0,0021291696238467","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1049,Y,5_100_01,5,100,49,15,10,1412,1411,"2,84394264221191","-0,00070871722182849","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1050,Y,5_100_01,5,100,50,15,10,1412,1399,"2,82971358299255","-0,00929235167977126","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1051,Y,5_100_01,5,100,51,15,10,1412,1408,"2,85277724266052","-0,00284090909090909","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1052,Y,5_100_01,5,100,52,15,10,1412,1407,"2,76326203346252","-0,00355366027007818","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1053,Y,5_100_01,5,100,53,15,10,1412,1406,"2,64743232727051","-0,0042674253200569","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1054,Y,5_100_01,5,100,54,15,10,1412,1408,"2,71926307678223","-0,00284090909090909","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1055,Y,5_100_01,5,100,55,15,10,1412,1396,"2,66622281074524","-0,0114613180515759","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1056,Y,5_100_01,5,100,56,15,10,1412,1416,"2,95384788513184","0,00282485875706215","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1057,Y,5_100_01,5,100,57,15,10,1412,1408,"2,76106643676758","-0,00284090909090909","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1058,Y,5_100_01,5,100,58,15,10,1412,1398,"2,69183993339539","-0,0100143061516452","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1059,Y,5_100_01,5,100,59,15,10,1412,1399,"2,64155554771423","-0,00929235167977126","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1060,Y,5_100_01,5,100,60,15,10,1412,1410,"2,758709192276","-0,00141843971631206","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1061,Y,5_100_01,5,100,61,15,10,1412,1393,"2,7122175693512","-0,0136396267049533","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1062,Y,5_100_01,5,100,62,15,10,1412,1408,"2,88270854949951","-0,00284090909090909","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1063,Y,5_100_01,5,100,63,15,10,1412,1405,"2,83912467956543","-0,00498220640569395","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1064,Y,5_100_01,5,100,64,15,10,1412,1413,"2,79330563545227","0,000707714083510262","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1065,Y,5_100_01,5,100,65,15,10,1412,1406,"2,73073172569275","-0,0042674253200569","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1066,Y,5_100_01,5,100,66,15,10,1412,1421,"2,63003373146057","0,00633356790992259","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
1067,Y,5_100_01,5,100,67,15,10,1412,1397,"2,96136593818665","-0,0107372942018611","81,4931","9,0273528788898","1407,37","0,00966268610295703","0,0982989628783388","2,78524896383285",None,2
