,struct,instance,m,n,repeat,population,generation,literature,cmax,time,gap,var_cmax,std_cmax,mean_cmax,var_time,std_time,mean_time,use_const_init_sol,mutation_size
29,Y,2_10_01,2,10,29,7,10,354,365,"0,024949312210083","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
30,Y,2_10_01,2,10,30,7,10,354,372,"0,0243184566497803","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
31,Y,2_10_01,2,10,31,7,10,354,365,"0,0244927406311035","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
32,Y,2_10_01,2,10,32,7,10,354,372,"0,0239152908325195","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
33,Y,2_10_01,2,10,33,7,10,354,387,"0,022491455078125","0,0852713178294574","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
34,Y,2_10_01,2,10,34,7,10,354,365,"0,0226478576660156","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
35,Y,2_10_01,2,10,35,7,10,354,384,"0,0222432613372803","0,078125","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
36,Y,2_10_01,2,10,36,7,10,354,372,"0,0236670970916748","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
37,Y,2_10_01,2,10,37,7,10,354,365,"0,0259766578674316","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
38,Y,2_10_01,2,10,38,7,10,354,354,"0,0231719017028809",0,"73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
39,Y,2_10_01,2,10,39,7,10,354,365,"0,0239527225494385","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
40,Y,2_10_01,2,10,40,7,10,354,365,"0,0261929035186768","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
41,Y,2_10_01,2,10,41,7,10,354,365,"0,023536205291748","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
42,Y,2_10_01,2,10,42,7,10,354,384,"0,022815465927124","0,078125","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
43,Y,2_10_01,2,10,43,7,10,354,365,"0,0243370532989502","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
44,Y,2_10_01,2,10,44,7,10,354,377,"0,0243654251098633","0,0610079575596817","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
45,Y,2_10_01,2,10,45,7,10,354,365,"0,0235342979431152","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
46,Y,2_10_01,2,10,46,7,10,354,365,"0,0223660469055176","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
47,Y,2_10_01,2,10,47,7,10,354,372,"0,0226194858551025","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
48,Y,2_10_01,2,10,48,7,10,354,354,"0,0231976509094238",0,"73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
49,Y,2_10_01,2,10,49,7,10,354,372,"0,02201247215271","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
50,Y,2_10_01,2,10,50,7,10,354,365,"0,0249431133270264","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
51,Y,2_10_01,2,10,51,7,10,354,377,"0,0234904289245605","0,0610079575596817","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
52,Y,2_10_01,2,10,52,7,10,354,365,"0,0231566429138184","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
53,Y,2_10_01,2,10,53,7,10,354,365,"0,0241754055023193","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
54,Y,2_10_01,2,10,54,7,10,354,365,"0,0245051383972168","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
55,Y,2_10_01,2,10,55,7,10,354,377,"0,0233995914459229","0,0610079575596817","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
56,Y,2_10_01,2,10,56,7,10,354,365,"0,0257270336151123","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
57,Y,2_10_01,2,10,57,7,10,354,377,"0,0227115154266357","0,0610079575596817","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
58,Y,2_10_01,2,10,58,7,10,354,372,"0,0249283313751221","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
59,Y,2_10_01,2,10,59,7,10,354,377,"0,0236234664916992","0,0610079575596817","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
60,Y,2_10_01,2,10,60,7,10,354,379,"0,0231931209564209","0,0659630606860158","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
61,Y,2_10_01,2,10,61,7,10,354,365,"0,025679349899292","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
62,Y,2_10_01,2,10,62,7,10,354,384,"0,022960901260376","0,078125","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
63,Y,2_10_01,2,10,63,7,10,354,365,"0,0260686874389648","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
64,Y,2_10_01,2,10,64,7,10,354,375,"0,0249414443969727","0,056","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
65,Y,2_10_01,2,10,65,7,10,354,387,"0,0244803428649902","0,0852713178294574","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
66,Y,2_10_01,2,10,66,7,10,354,383,"0,0235402584075928","0,0757180156657963","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
67,Y,2_10_01,2,10,67,7,10,354,377,"0,0243818759918213","0,0610079575596817","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
68,Y,2_10_01,2,10,68,7,10,354,382,"0,0232176780700684","0,0732984293193717","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
69,Y,2_10_01,2,10,69,7,10,354,387,"0,0233919620513916","0,0852713178294574","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
70,Y,2_10_01,2,10,70,7,10,354,372,"0,0244934558868408","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
71,Y,2_10_01,2,10,71,7,10,354,377,"0,0243589878082275","0,0610079575596817","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
72,Y,2_10_01,2,10,72,7,10,354,384,"0,024104118347168","0,078125","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
73,Y,2_10_01,2,10,73,7,10,354,367,"0,0229318141937256","0,0354223433242507","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
74,Y,2_10_01,2,10,74,7,10,354,365,"0,0237326622009277","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
75,Y,2_10_01,2,10,75,7,10,354,365,"0,0230519771575928","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
76,Y,2_10_01,2,10,76,7,10,354,372,"0,0249607563018799","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
77,Y,2_10_01,2,10,77,7,10,354,365,"0,0235719680786133","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
78,Y,2_10_01,2,10,78,7,10,354,372,"0,0250644683837891","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
79,Y,2_10_01,2,10,79,7,10,354,372,"0,0243451595306396","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
80,Y,2_10_01,2,10,80,7,10,354,372,"0,0255541801452637","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
81,Y,2_10_01,2,10,81,7,10,354,365,"0,0238327980041504","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
82,Y,2_10_01,2,10,82,7,10,354,387,"0,0231537818908691","0,0852713178294574","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
83,Y,2_10_01,2,10,83,7,10,354,375,"0,0238087177276611","0,056","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
84,Y,2_10_01,2,10,84,7,10,354,365,"0,0242118835449219","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
85,Y,2_10_01,2,10,85,7,10,354,372,"0,0260093212127686","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
86,Y,2_10_01,2,10,86,7,10,354,365,"0,0230560302734375","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
87,Y,2_10_01,2,10,87,7,10,354,365,"0,0237014293670654","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
88,Y,2_10_01,2,10,88,7,10,354,373,"0,0218114852905273","0,0509383378016086","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
89,Y,2_10_01,2,10,89,7,10,354,354,"0,024367094039917",0,"73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
90,Y,2_10_01,2,10,90,7,10,354,365,"0,0240802764892578","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
91,Y,2_10_01,2,10,91,7,10,354,380,"0,0237736701965332","0,068421052631579","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
92,Y,2_10_01,2,10,92,7,10,354,375,"0,025223970413208","0,056","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
93,Y,2_10_01,2,10,93,7,10,354,387,"0,023043155670166","0,0852713178294574","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
94,Y,2_10_01,2,10,94,7,10,354,365,"0,0244953632354736","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
95,Y,2_10_01,2,10,95,7,10,354,354,"0,026064395904541",0,"73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
96,Y,2_10_01,2,10,96,7,10,354,387,"0,023686408996582","0,0852713178294574","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
97,Y,2_10_01,2,10,97,7,10,354,365,"0,0240762233734131","0,0301369863013699","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
98,Y,2_10_01,2,10,98,7,10,354,372,"0,0254378318786621","0,0483870967741936","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
99,Y,2_10_01,2,10,99,7,10,354,382,"0,0214643478393555","0,0732984293193717","73,7084","8,58535963137247","371,54","1,31042213629371E-06","0,00114473671046827","0,0239241027832031",Greedy,1
100,Y,2_10_02,2,10,0,7,10,472,473,"0,0233006477355957","0,00211416490486258","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
101,Y,2_10_02,2,10,1,7,10,472,484,"0,0232431888580322","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
102,Y,2_10_02,2,10,2,7,10,472,473,"0,0246098041534424","0,00211416490486258","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
103,Y,2_10_02,2,10,3,7,10,472,472,"0,0255336761474609",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
104,Y,2_10_02,2,10,4,7,10,472,473,"0,0252060890197754","0,00211416490486258","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
105,Y,2_10_02,2,10,5,7,10,472,484,"0,0236606597900391","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
106,Y,2_10_02,2,10,6,7,10,472,484,"0,0234606266021729","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
107,Y,2_10_02,2,10,7,7,10,472,472,"0,0263915061950684",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
108,Y,2_10_02,2,10,8,7,10,472,484,"0,0250303745269775","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
109,Y,2_10_02,2,10,9,7,10,472,484,"0,0235030651092529","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
110,Y,2_10_02,2,10,10,7,10,472,472,"0,0241410732269287",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
111,Y,2_10_02,2,10,11,7,10,472,472,"0,0247108936309814",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
112,Y,2_10_02,2,10,12,7,10,472,472,"0,0245311260223389",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
113,Y,2_10_02,2,10,13,7,10,472,472,"0,0244443416595459",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
114,Y,2_10_02,2,10,14,7,10,472,472,"0,0231242179870605",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
115,Y,2_10_02,2,10,15,7,10,472,487,"0,0248498916625977","0,0308008213552361","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
116,Y,2_10_02,2,10,16,7,10,472,472,"0,0245327949523926",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
117,Y,2_10_02,2,10,17,7,10,472,472,"0,025348424911499",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
118,Y,2_10_02,2,10,18,7,10,472,472,"0,0269625186920166",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
119,Y,2_10_02,2,10,19,7,10,472,472,"0,0273382663726807",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
120,Y,2_10_02,2,10,20,7,10,472,472,"0,0272648334503174",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
121,Y,2_10_02,2,10,21,7,10,472,472,"0,0239846706390381",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
122,Y,2_10_02,2,10,22,7,10,472,484,"0,0230729579925537","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
123,Y,2_10_02,2,10,23,7,10,472,484,"0,0246009826660156","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
124,Y,2_10_02,2,10,24,7,10,472,473,"0,0261578559875488","0,00211416490486258","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
125,Y,2_10_02,2,10,25,7,10,472,472,"0,0252459049224854",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
126,Y,2_10_02,2,10,26,7,10,472,484,"0,0240638256072998","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
127,Y,2_10_02,2,10,27,7,10,472,484,"0,025897741317749","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
128,Y,2_10_02,2,10,28,7,10,472,472,"0,0266103744506836",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
129,Y,2_10_02,2,10,29,7,10,472,472,"0,0250930786132812",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
130,Y,2_10_02,2,10,30,7,10,472,472,"0,0245273113250732",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
131,Y,2_10_02,2,10,31,7,10,472,484,"0,0257682800292969","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
132,Y,2_10_02,2,10,32,7,10,472,484,"0,0243642330169678","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
133,Y,2_10_02,2,10,33,7,10,472,473,"0,0264348983764648","0,00211416490486258","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
134,Y,2_10_02,2,10,34,7,10,472,472,"0,0266311168670654",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
135,Y,2_10_02,2,10,35,7,10,472,484,"0,0230162143707275","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
136,Y,2_10_02,2,10,36,7,10,472,472,"0,024367094039917",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
137,Y,2_10_02,2,10,37,7,10,472,473,"0,0263965129852295","0,00211416490486258","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
138,Y,2_10_02,2,10,38,7,10,472,472,"0,0240988731384277",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
139,Y,2_10_02,2,10,39,7,10,472,484,"0,0238335132598877","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
140,Y,2_10_02,2,10,40,7,10,472,473,"0,0241663455963135","0,00211416490486258","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
141,Y,2_10_02,2,10,41,7,10,472,472,"0,0238621234893799",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
142,Y,2_10_02,2,10,42,7,10,472,472,"0,0267095565795898",0,"47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
143,Y,2_10_02,2,10,43,7,10,472,484,"0,0232250690460205","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
144,Y,2_10_02,2,10,44,7,10,472,484,"0,0227429866790771","0,0247933884297521","47,1324","6,86530407192573","477,74","1,48220561056291E-06","0,00121745866893415","0,02481121301651",Greedy,1
